视频编号,弹幕量,点赞量,评论量,数据更新时间,链接,转发量,详情,收藏量,新增评论量,博主名称,新增点赞量,发布时间
7475019909584506122,2,177539,11153,2025-05-22 23:53:21,https://www.douyin.com/video/7475019909584506122,122014,不要因为别人的一句话，就丢掉了一整天的快乐！#茶生活 #禅茶一味 #品茶静心 #情感 #治愈,71737,0,拾光记,0,2025-02-25 00:15:54
