视频编号,链接,发布时间,详情,新增点赞量,数据更新时间,转发量,新增评论量,点赞量,评论量,弹幕量,博主名称,收藏量
7475019909584506122,https://www.douyin.com/video/7475019909584506122,2025-02-25 00:15:54,不要因为别人的一句话，就丢掉了一整天的快乐！#茶生活 #禅茶一味 #品茶静心 #情感 #治愈,0,2025-05-22 21:21:27,121923,0,177520,11152,2,拾光记,71722
